27/11/2025 4:21:37 pm Start analysis...
27/11/2025 4:21:37 pm Loading Dataset...
27/11/2025 4:21:37 pm Done!
27/11/2025 4:21:37 pm Starting pattern search...
27/11/2025 4:21:37 pm Searching All Instantiate Methods Structure...
27/11/2025 4:21:38 pm Analyzing: InventoryController
27/11/2025 4:21:38 pm Analyzing: EditorCleanUpAll
27/11/2025 4:21:38 pm Analyzing: EditorOptionsDisplay
27/11/2025 4:21:38 pm Analyzing: EditorSimpleSwitchMaterial
27/11/2025 4:21:38 pm Analyzing: DemoInputManagerEditor
27/11/2025 4:21:38 pm Analyzing: DemoInputManager
27/11/2025 4:21:38 pm Analyzing: DemoSceneManager
27/11/2025 4:21:38 pm Analyzing: Teleport
27/11/2025 4:21:38 pm Analyzing: PermissionsFlowManager
27/11/2025 4:21:38 pm Analyzing: PagedScrollbarEditor
27/11/2025 4:21:38 pm Analyzing: JumpToPage
27/11/2025 4:21:38 pm Analyzing: PagedScrollBar
27/11/2025 4:21:38 pm Analyzing: PagedScrollRect
27/11/2025 4:21:38 pm Analyzing: ChildrenPageProvider
27/11/2025 4:21:38 pm Analyzing: IPageProvider
27/11/2025 4:21:38 pm Analyzing: PrefabPageProvider
27/11/2025 4:21:38 pm Analyzing: BaseScrollEffect
27/11/2025 4:21:38 pm Analyzing: BaseTile
27/11/2025 4:21:38 pm Analyzing: FadeScrollEffect
27/11/2025 4:21:38 pm Analyzing: FloatTile
27/11/2025 4:21:38 pm Analyzing: MaskedTile
27/11/2025 4:21:38 pm Analyzing: ScaleScrollEffect
27/11/2025 4:21:38 pm Analyzing: TiledPage
27/11/2025 4:21:38 pm Analyzing: TileScrollEffect
27/11/2025 4:21:38 pm Analyzing: TranslateScrollEffect
27/11/2025 4:21:38 pm Analyzing: Tab
27/11/2025 4:21:38 pm Analyzing: TabGroup
27/11/2025 4:21:38 pm Analyzing: IUITransition
27/11/2025 4:21:38 pm Analyzing: UIFadeTransition
27/11/2025 4:21:38 pm Analyzing: AppButtonInput
27/11/2025 4:21:38 pm Analyzing: AutoPlayVideo
27/11/2025 4:21:38 pm Analyzing: InputEvents
27/11/2025 4:21:38 pm Analyzing: MenuHandler
27/11/2025 4:21:38 pm Analyzing: PositionSwapper
27/11/2025 4:21:38 pm Analyzing: ScrubberEvents
27/11/2025 4:21:38 pm Analyzing: SwitchVideos
27/11/2025 4:21:38 pm Analyzing: ToggleAction
27/11/2025 4:21:38 pm Analyzing: VideoControlsManager
27/11/2025 4:21:38 pm Analyzing: VideoPlayerReference
27/11/2025 4:21:38 pm Analyzing: GvrCompatibilityChecker
27/11/2025 4:21:38 pm Analyzing: GvrEditorSettings
27/11/2025 4:21:38 pm Analyzing: GvrMenu
27/11/2025 4:21:38 pm Analyzing: GvrViewerEditor
27/11/2025 4:21:38 pm Analyzing: GvrAudioListenerEditor
27/11/2025 4:21:38 pm Analyzing: GvrAudioRoomEditor
27/11/2025 4:21:38 pm Analyzing: GvrAudioSoundfieldEditor
27/11/2025 4:21:38 pm Analyzing: GvrAudioSourceEditor
27/11/2025 4:21:38 pm Analyzing: GvrTooltipEditor
27/11/2025 4:21:38 pm Analyzing: GvrGazeEditor
27/11/2025 4:21:38 pm Analyzing: StereoControllerEditor
27/11/2025 4:21:38 pm Analyzing: GvrHead
27/11/2025 4:21:38 pm Analyzing: GvrCameraUtils
27/11/2025 4:21:38 pm Analyzing: GvrEye
27/11/2025 4:21:38 pm Analyzing: GvrPostRender
27/11/2025 4:21:38 pm Analyzing: GvrPreRender
27/11/2025 4:21:38 pm Analyzing: GvrProfile
27/11/2025 4:21:38 pm Analyzing: StereoController
27/11/2025 4:21:38 pm Analyzing: StereoRenderEffect
27/11/2025 4:21:38 pm Analyzing: AndroidDevice
27/11/2025 4:21:38 pm Analyzing: BaseAndroidDevice
27/11/2025 4:21:38 pm Analyzing: BaseVRDevice
27/11/2025 4:21:38 pm Analyzing: EditorDevice
27/11/2025 4:21:38 pm Analyzing: GvrDevice
27/11/2025 4:21:38 pm Analyzing: iOSDevice
27/11/2025 4:21:38 pm Analyzing: UnityVRDevice
27/11/2025 4:21:38 pm Analyzing: GvrGaze
27/11/2025 4:21:38 pm Analyzing: GvrReticle
27/11/2025 4:21:38 pm Analyzing: IGvrGazeResponder
27/11/2025 4:21:38 pm Analyzing: GvrSettings
27/11/2025 4:21:38 pm Analyzing: GvrUnitySdkVersion
27/11/2025 4:21:38 pm Analyzing: GvrViewer
27/11/2025 4:21:38 pm Analyzing: Pose3D
27/11/2025 4:21:38 pm Analyzing: GvrAudio
27/11/2025 4:21:39 pm Analyzing: GvrAudioListener
27/11/2025 4:21:39 pm Analyzing: GvrAudioRoom
27/11/2025 4:21:39 pm Analyzing: GvrAudioSoundfield
27/11/2025 4:21:39 pm Analyzing: GvrAudioSource
27/11/2025 4:21:39 pm Analyzing: GvrArmModel
27/11/2025 4:21:39 pm Analyzing: GvrArmModelOffsets
27/11/2025 4:21:39 pm Analyzing: GvrController
27/11/2025 4:21:39 pm Analyzing: GvrControllerVisual
27/11/2025 4:21:39 pm Analyzing: GvrControllerVisualManager
27/11/2025 4:21:39 pm Analyzing: GvrPointerManager
27/11/2025 4:21:39 pm Analyzing: GvrRecenterOnlyController
27/11/2025 4:21:39 pm Analyzing: GvrTooltip
27/11/2025 4:21:39 pm Analyzing: ControllerProviderFactory
27/11/2025 4:21:39 pm Analyzing: ControllerState
27/11/2025 4:21:39 pm Analyzing: IControllerProvider
27/11/2025 4:21:39 pm Analyzing: AndroidNativeControllerProvider
27/11/2025 4:21:39 pm Analyzing: DummyControllerProvider
27/11/2025 4:21:39 pm Analyzing: EmulatorControllerProvider
27/11/2025 4:21:39 pm Analyzing: EmulatorClientSocket
27/11/2025 4:21:39 pm Analyzing: EmulatorConfig
27/11/2025 4:21:39 pm Analyzing: EmulatorDataTypes
27/11/2025 4:21:39 pm Analyzing: EmulatorManager
27/11/2025 4:21:39 pm Analyzing: PhoneEvent
27/11/2025 4:21:39 pm Analyzing: GvrBasePointer
27/11/2025 4:21:39 pm Analyzing: GvrBasePointerRaycaster
27/11/2025 4:21:39 pm Analyzing: GvrEventInterfacesExtension
27/11/2025 4:21:39 pm Analyzing: GvrExecuteEventsExtension
27/11/2025 4:21:39 pm Analyzing: GvrPointerGraphicRaycaster
27/11/2025 4:21:39 pm Analyzing: GvrPointerInputModule
27/11/2025 4:21:39 pm Analyzing: GvrPointerPhysicsRaycaster
27/11/2025 4:21:39 pm Analyzing: GvrPermissionsRequester
27/11/2025 4:21:39 pm Analyzing: GvrDropdown
27/11/2025 4:21:39 pm Analyzing: GvrLaserPointer
27/11/2025 4:21:39 pm Analyzing: GvrLaserPointerImpl
27/11/2025 4:21:39 pm Analyzing: GvrReticlePointer
27/11/2025 4:21:39 pm Analyzing: GvrReticlePointerImpl
27/11/2025 4:21:39 pm Analyzing: GvrActivityHelper
27/11/2025 4:21:39 pm Analyzing: GvrFPS
27/11/2025 4:21:39 pm Analyzing: GvrIntent
27/11/2025 4:21:39 pm Analyzing: GvrUIHelpers
27/11/2025 4:21:39 pm Analyzing: GvrVideoPlayerTexture
27/11/2025 4:21:39 pm Analyzing: Collectable
27/11/2025 4:21:39 pm Analyzing: Inspectable
27/11/2025 4:21:39 pm Analyzing: Inventory
27/11/2025 4:21:39 pm Analyzing: InventorySelect
27/11/2025 4:21:39 pm Analyzing: Item
27/11/2025 4:21:39 pm Analyzing: Lightable
27/11/2025 4:21:39 pm Analyzing: ShowMessage
27/11/2025 4:21:39 pm Analyzing: Usable
27/11/2025 4:21:39 pm Analyzing: AnimateDrawer
27/11/2025 4:21:39 pm Analyzing: FindEscape
27/11/2025 4:21:39 pm Analyzing: MovePillow
27/11/2025 4:21:39 pm Analyzing: ReplaceFlower
27/11/2025 4:21:39 pm Analyzing: CleanUpAll
27/11/2025 4:21:39 pm Analyzing: DisplayFrame
27/11/2025 4:21:39 pm Analyzing: DisplaySelectedObject
27/11/2025 4:21:39 pm Analyzing: OptionsDisplay
27/11/2025 4:21:39 pm Analyzing: OptionsDisplaySaveVar
27/11/2025 4:21:39 pm Analyzing: PlayVideo
27/11/2025 4:21:39 pm Analyzing: SimpleSwitchMaterial
27/11/2025 4:21:39 pm Analyzing: AnalogicClock
27/11/2025 4:21:39 pm Analyzing: ClockTimer
27/11/2025 4:21:39 pm Analyzing: DigitalClock
27/11/2025 4:21:39 pm Analyzing: DigitalClockValue
27/11/2025 4:21:39 pm Analyzing: FirstPersonController
27/11/2025 4:21:39 pm Analyzing: HeadBob
27/11/2025 4:21:39 pm Analyzing: MouseLook
27/11/2025 4:21:39 pm Analyzing: RigidbodyFirstPersonController
27/11/2025 4:21:39 pm Analyzing: Ball
27/11/2025 4:21:39 pm Analyzing: BallUserControl
27/11/2025 4:21:39 pm Analyzing: AICharacterControl
27/11/2025 4:21:39 pm Analyzing: ThirdPersonCharacter
27/11/2025 4:21:39 pm Analyzing: ThirdPersonUserControl
27/11/2025 4:21:39 pm Analyzing: AxisTouchButton
27/11/2025 4:21:39 pm Analyzing: ButtonHandler
27/11/2025 4:21:39 pm Analyzing: CrossPlatformInputManager
27/11/2025 4:21:39 pm Analyzing: InputAxisScrollbar
27/11/2025 4:21:39 pm Analyzing: Joystick
27/11/2025 4:21:39 pm Analyzing: MobileControlRig
27/11/2025 4:21:39 pm Analyzing: TiltInput
27/11/2025 4:21:39 pm Analyzing: TouchPad
27/11/2025 4:21:39 pm Analyzing: VirtualInput
27/11/2025 4:21:39 pm Analyzing: MobileInput
27/11/2025 4:21:39 pm Analyzing: StandaloneInput
27/11/2025 4:21:39 pm Analyzing: CrossPlatformInputInitialize
27/11/2025 4:21:39 pm Analyzing: ActivateTrigger
27/11/2025 4:21:39 pm Analyzing: AlphaButtonClickMask
27/11/2025 4:21:39 pm Analyzing: AutoMobileShaderSwitch
27/11/2025 4:21:39 pm Analyzing: AutoMoveAndRotate
27/11/2025 4:21:39 pm Analyzing: CameraRefocus
27/11/2025 4:21:39 pm Analyzing: CurveControlledBob
27/11/2025 4:21:39 pm Analyzing: DragRigidbody
27/11/2025 4:21:39 pm Analyzing: DynamicShadowSettings
27/11/2025 4:21:39 pm Analyzing: EventSystemChecker
27/11/2025 4:21:39 pm Analyzing: FollowTarget
27/11/2025 4:21:39 pm Analyzing: ForcedReset
27/11/2025 4:21:39 pm Analyzing: FOVKick
27/11/2025 4:21:39 pm Analyzing: FPSCounter
27/11/2025 4:21:39 pm Analyzing: LerpControlledBob
27/11/2025 4:21:39 pm Analyzing: ObjectResetter
27/11/2025 4:21:39 pm Analyzing: ParticleSystemDestroyer
27/11/2025 4:21:39 pm Analyzing: PlatformSpecificContent
27/11/2025 4:21:39 pm Analyzing: SimpleActivatorMenu
27/11/2025 4:21:39 pm Analyzing: SimpleMouseRotator
27/11/2025 4:21:39 pm Analyzing: SmoothFollow
27/11/2025 4:21:39 pm Analyzing: TimedObjectActivator
27/11/2025 4:21:39 pm Analyzing: TimedObjectDestructor
27/11/2025 4:21:39 pm Analyzing: WaypointCircuit
27/11/2025 4:21:39 pm Analyzing: WaypointProgressTracker
27/11/2025 4:21:39 pm Analyzing: Ball
27/11/2025 4:21:39 pm Done!
27/11/2025 4:21:39 pm Searching Transform.Find Methods Structure...
27/11/2025 4:21:40 pm Analyzing: InventoryController
27/11/2025 4:21:40 pm Analyzing: EditorCleanUpAll
27/11/2025 4:21:40 pm Analyzing: EditorOptionsDisplay
27/11/2025 4:21:40 pm Analyzing: EditorSimpleSwitchMaterial
27/11/2025 4:21:40 pm Analyzing: DemoInputManagerEditor
27/11/2025 4:21:40 pm Analyzing: DemoInputManager
27/11/2025 4:21:40 pm Analyzing: DemoSceneManager
27/11/2025 4:21:40 pm Analyzing: Teleport
27/11/2025 4:21:40 pm Analyzing: PermissionsFlowManager
27/11/2025 4:21:40 pm Analyzing: PagedScrollbarEditor
27/11/2025 4:21:40 pm Analyzing: JumpToPage
27/11/2025 4:21:40 pm Analyzing: PagedScrollBar
27/11/2025 4:21:40 pm Analyzing: PagedScrollRect
27/11/2025 4:21:40 pm Analyzing: ChildrenPageProvider
27/11/2025 4:21:40 pm Analyzing: IPageProvider
27/11/2025 4:21:40 pm Analyzing: PrefabPageProvider
27/11/2025 4:21:40 pm Analyzing: BaseScrollEffect
27/11/2025 4:21:40 pm Analyzing: BaseTile
27/11/2025 4:21:40 pm Analyzing: FadeScrollEffect
27/11/2025 4:21:40 pm Analyzing: FloatTile
27/11/2025 4:21:40 pm Analyzing: MaskedTile
27/11/2025 4:21:40 pm Analyzing: ScaleScrollEffect
27/11/2025 4:21:40 pm Analyzing: TiledPage
27/11/2025 4:21:40 pm Analyzing: TileScrollEffect
27/11/2025 4:21:40 pm Analyzing: TranslateScrollEffect
27/11/2025 4:21:40 pm Analyzing: Tab
27/11/2025 4:21:40 pm Analyzing: TabGroup
27/11/2025 4:21:40 pm Analyzing: IUITransition
27/11/2025 4:21:40 pm Analyzing: UIFadeTransition
27/11/2025 4:21:40 pm Analyzing: AppButtonInput
27/11/2025 4:21:40 pm Analyzing: AutoPlayVideo
27/11/2025 4:21:40 pm Analyzing: InputEvents
27/11/2025 4:21:40 pm Analyzing: MenuHandler
27/11/2025 4:21:40 pm Analyzing: PositionSwapper
27/11/2025 4:21:40 pm Analyzing: ScrubberEvents
27/11/2025 4:21:40 pm Analyzing: SwitchVideos
27/11/2025 4:21:40 pm Analyzing: ToggleAction
27/11/2025 4:21:40 pm Analyzing: VideoControlsManager
27/11/2025 4:21:40 pm Analyzing: VideoPlayerReference
